FileName,width,height,ClassName,XMin,YMin,XMax,YMax
0d77814e71cf9633_jpg.rf.bba5b71ada868071f64a024ec2be6fd7.jpg,160,160,Boat,48,115,71,128
be57f2ce1750cc37_jpg.rf.b99a5acac2a2c94ac5b77f6b1920e35e.jpg,160,160,Bird,69,66,91,95
d8ba2f01addf64c6_jpg.rf.b87f0985eade3d7f0fb38cffba00f9c9.jpg,160,160,Bird,38,9,136,145
50ed6a0dab9bb776_jpg.rf.ba3fe7e5eeca3c06b94fd2ca6156d9e3.jpg,160,160,Bicycle,47,20,60,63
50ed6a0dab9bb776_jpg.rf.ba3fe7e5eeca3c06b94fd2ca6156d9e3.jpg,160,160,Person,47,26,62,90
a8c4ca2e9967cb29_jpg.rf.b9f82cbfe2969daa32da8bb9d2852875.jpg,160,160,Boat,17,58,144,114
a8c4ca2e9967cb29_jpg.rf.b9f82cbfe2969daa32da8bb9d2852875.jpg,160,160,Boat,0,80,20,108
d5b3fa061f3fdb38_jpg.rf.b5e24f1b218124f4184d408a3f918014.jpg,160,160,Bicycle,59,19,99,53
f8566bea970ebc88_jpg.rf.b84e8ad4e1c4f3f6a415c3db961263dc.jpg,160,160,Person,0,50,49,128
f8566bea970ebc88_jpg.rf.b84e8ad4e1c4f3f6a415c3db961263dc.jpg,160,160,Person,19,55,50,160
f8566bea970ebc88_jpg.rf.b84e8ad4e1c4f3f6a415c3db961263dc.jpg,160,160,Person,27,37,42,66
f8566bea970ebc88_jpg.rf.b84e8ad4e1c4f3f6a415c3db961263dc.jpg,160,160,Person,48,38,78,140
f8566bea970ebc88_jpg.rf.b84e8ad4e1c4f3f6a415c3db961263dc.jpg,160,160,Person,82,20,125,153
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,35,41,87,95
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,68,0,108,43
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,69,84,77,102
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,46,92,56,113
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,33,95,46,116
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,32,78,46,106
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,19,65,33,105
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Bicycle,13,83,21,112
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,81,1,158,140
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,53,39,79,129
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,46,92,54,127
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,32,81,46,131
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,38,103,45,129
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,17,70,35,130
a559b415efdbcac7_jpg.rf.bda4624fdd5de20c7202fd7a669402de.jpg,160,160,Person,14,87,24,131
1dea522d7c957219_jpg.rf.b67945010c710908d552677080738a80.jpg,160,160,Person,97,53,116,105
5d8557a6a05a0905_jpg.rf.b6f58a1e94cac29a948e6d2437cd5855.jpg,160,160,Person,1,11,127,160
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,64,112,103,128
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,146,112,160,118
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,67,107,160,110
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,129,80,144,119
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,108,116,122,124
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,106,110,121,119
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,96,118,108,125
bef6b924a1555f9d_jpg.rf.b6b5f1338a32fa99730ad90dae9adde2.jpg,160,160,Boat,4,109,17,118
04f2498e3f26c4dc_jpg.rf.bca8fb4852fa03d8ce3c8df61f91ad7d.jpg,160,160,Apple,54,41,109,112
a707aa106f417c79_jpg.rf.baaeccb33dcc3c2f6b9c82660ec00b7c.jpg,160,160,Bird,107,88,147,118
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,72,45,89,80
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,7,0,70,68
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,35,32,67,77
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,93,69,105,88
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,101,62,109,82
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,105,46,117,82
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,105,55,118,79
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,119,55,129,82
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,127,62,134,86
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,133,71,139,89
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,134,65,140,82
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Bicycle,143,57,146,87
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,0,0,48,107
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,14,101,23,121
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,21,94,49,120
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,21,4,69,111
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,41,45,65,104
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,57,96,63,108
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,61,96,67,113
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,67,104,70,118
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,69,98,74,108
72de3e2eb35f5f39_jpg.rf.bff2decf42a1c7354731602155cf4b6c.jpg,160,160,Person,70,101,75,120
